Q1,0.071123577,,,Condition,Group,Color
Q3,0.130871762,,,Y <= 0.15,A,Blue
IQR,0.059748184,,,Y > 0.15,B,Red
Lower Bound,-0.018498699,,,,,
Upper Bound,0.220494038,,,,,
,,,,,,
Time,E2E Delay,OUTLIER?,,Group,A,B
446.1447617,0.14,No,No,A,0.144761684,#N/A
446.1808697,0.14,No,No,A,0.140869684,#N/A
446.2260197,0.15,No,No,A,0.146019684,#N/A
446.2636347,0.14,No,No,A,0.143634684,#N/A
446.3087847,0.15,No,No,A,0.148784684,#N/A
446.3418787,0.14,No,No,A,0.141878684,#N/A
446.3825077,0.14,No,No,A,0.142507684,#N/A
446.4246437,0.14,No,No,A,0.144643684,#N/A
446.4607517,0.14,No,No,A,0.140751684,#N/A
446.5028877,0.14,No,No,A,0.142887684,#N/A
446.5450237,0.15,No,No,A,0.145023684,#N/A
446.5841457,0.14,No,No,A,0.144145684,#N/A
446.6262817,0.15,No,No,A,0.146281684,#N/A
446.6638967,0.14,No,No,A,0.143896684,#N/A
446.7015117,0.14,No,No,A,0.141511684,#N/A
446.7451547,0.15,No,No,A,0.145154684,#N/A
446.7872907,0.15,No,No,A,0.147290684,#N/A
446.8264127,0.15,No,No,A,0.146412684,#N/A
446.8685487,0.15,No,No,A,0.148548684,#N/A
446.9046567,0.14,No,No,A,0.144656684,#N/A
446.9452857,0.15,No,No,A,0.145285684,#N/A
446.9798867,0.14,No,No,A,0.139886684,#N/A
447.0295577,0.15,No,No,A,0.149557684,#N/A
447.0716937,0.15,No,No,B,#N/A,0.151693684
447.1032807,0.14,No,No,A,0.143280684,#N/A
447.1469237,0.15,No,No,A,0.146923684,#N/A
447.1875527,0.15,No,No,A,0.147552684,#N/A
447.2236607,0.14,No,No,A,0.143660684,#N/A
447.2718247,0.15,No,No,B,#N/A,0.151824684
447.3079327,0.15,No,No,A,0.147932684,#N/A
447.3515757,0.15,No,No,B,#N/A,0.151575684
447.3922047,0.15,No,No,B,#N/A,0.152204684
447.4283127,0.15,No,No,A,0.148312684,#N/A
447.4674347,0.15,No,No,A,0.147434684,#N/A
447.5110777,0.15,No,No,B,#N/A,0.151077684
447.5517067,0.15,No,No,B,#N/A,0.151706684
447.5908287,0.15,No,No,B,#N/A,0.150828684
447.6329647,0.15,No,No,B,#N/A,0.152964684
447.6690727,0.15,No,No,A,0.149072684,#N/A
447.7127157,0.15,No,No,B,#N/A,0.152715684
447.7533447,0.15,No,No,B,#N/A,0.153344684
447.7924667,0.15,No,No,B,#N/A,0.152466684
447.8315887,0.15,No,No,B,#N/A,0.151588684
447.8722177,0.15,No,No,B,#N/A,0.152217684
447.9128467,0.15,No,No,B,#N/A,0.152846684
447.9534757,0.15,No,No,B,#N/A,0.153475684
447.9941047,0.15,No,No,B,#N/A,0.154104684
448.0332267,0.15,No,No,B,#N/A,0.153226684
448.0738557,0.15,No,No,B,#N/A,0.153855684
448.1159917,0.16,No,No,B,#N/A,0.155991684
448.1551137,0.16,No,No,B,#N/A,0.155113684
448.1957427,0.16,No,No,B,#N/A,0.155742684
448.2348647,0.15,No,No,B,#N/A,0.154864684
448.2754937,0.16,No,No,B,#N/A,0.155493684
448.3146157,0.15,No,No,B,#N/A,0.154615684
448.3597657,0.16,No,No,B,#N/A,0.159765684
448.3988877,0.16,No,No,B,#N/A,0.158887684
448.4395167,0.16,No,No,B,#N/A,0.159516684
448.4756247,0.16,No,No,B,#N/A,0.155624684
448.5162537,0.16,No,No,B,#N/A,0.156253684
448.5568827,0.16,No,No,B,#N/A,0.156882684
448.5975117,0.16,No,No,B,#N/A,0.157511684
448.6396477,0.16,No,No,B,#N/A,0.159647684
448.6772627,0.16,No,No,B,#N/A,0.157262684
448.7163847,0.16,No,No,B,#N/A,0.156384684
448.7585207,0.16,No,No,B,#N/A,0.158520684
448.7961357,0.16,No,No,B,#N/A,0.156135684
448.8412857,0.16,No,No,B,#N/A,0.161285684
448.8834217,0.16,No,No,B,#N/A,0.163421684
448.9180227,0.16,No,No,B,#N/A,0.158022684
448.9601587,0.16,No,No,B,#N/A,0.160158684
449.0007877,0.16,No,No,B,#N/A,0.160787684
449.0384027,0.16,No,No,B,#N/A,0.158402684
449.0805387,0.16,No,No,B,#N/A,0.160538684
449.1211677,0.16,No,No,B,#N/A,0.161167684
449.1331637,0.13,No,No,A,0.133163684,#N/A
449.1346107,0.09,No,No,A,0.094610684,#N/A
449.1426646,0.06,No,No,A,0.062664567,#N/A
449.1863603,0.07,No,No,A,0.066360345,#N/A
449.2300033,0.07,No,No,A,0.070003345,#N/A
449.2634046,0.06,No,No,A,0.063404594,#N/A
449.3038624,0.06,No,No,A,0.063862392,#N/A
449.3477734,0.07,No,No,A,0.067773392,#N/A
449.3837759,0.06,No,No,A,0.063775937,#N/A
449.4223695,0.06,No,No,A,0.062369542,#N/A
449.4797542,0.08,No,No,A,0.079754225,#N/A
449.5128482,0.07,No,No,A,0.072848225,#N/A
449.5423346,0.06,No,No,A,0.062334627,#N/A
449.5848276,0.06,No,No,A,0.064827611,#N/A
449.6231592,0.06,No,No,A,0.063159196,#N/A
449.6713327,0.07,No,No,A,0.07133265,#N/A
449.7023457,0.06,No,No,A,0.062345749,#N/A
449.742606,0.06,No,No,A,0.062605991,#N/A
449.7987706,0.08,No,No,A,0.078770582,#N/A
449.8439206,0.08,No,No,A,0.083920582,#N/A
449.8649586,0.06,No,No,A,0.064958582,#N/A
449.9083287,0.07,No,No,A,0.068328713,#N/A
449.9459437,0.07,No,No,A,0.065943713,#N/A
449.9926007,0.07,No,No,A,0.072600713,#N/A
450.0250265,0.07,No,No,A,0.065026549,#N/A
450.0659426,0.07,No,No,A,0.065942632,#N/A
450.1125996,0.07,No,No,A,0.072599632,#N/A
450.1472006,0.07,No,No,A,0.067200632,#N/A
450.1837693,0.06,No,No,A,0.063769294,#N/A
450.2280405,0.07,No,No,A,0.068040549,#N/A
450.268455,0.07,No,No,A,0.068454977,#N/A
450.315112,0.08,No,No,A,0.075111977,#N/A
450.346699,0.07,No,No,A,0.066698977,#N/A
450.3832361,0.06,No,No,A,0.063236111,#N/A
450.4303909,0.07,No,No,A,0.070390896,#N/A
450.4725269,0.07,No,No,A,0.072526896,#N/A
450.5046017,0.06,No,No,A,0.064601709,#N/A
450.5449613,0.06,No,No,A,0.064961344,#N/A
450.5991533,0.08,No,No,A,0.079153344,#N/A
450.6382753,0.08,No,No,A,0.078275344,#N/A
450.6637025,0.06,No,No,A,0.063702486,#N/A
450.7054634,0.07,No,No,A,0.065463409,#N/A
450.7671904,0.09,No,No,A,0.087190409,#N/A
450.7972704,0.08,No,No,A,0.077270409,#N/A
450.8235581,0.06,No,No,A,0.063558113,#N/A
450.8631732,0.06,No,No,A,0.063173248,#N/A
450.9058889,0.07,No,No,A,0.065888928,#N/A
450.9555599,0.08,No,No,A,0.075559928,#N/A
450.9842666,0.06,No,No,A,0.06426662,#N/A
451.0236653,0.06,No,No,A,0.063665344,#N/A
451.0633573,0.06,No,No,A,0.063357349,#N/A
451.1037681,0.06,No,No,A,0.063768051,#N/A
451.1436189,0.06,No,No,A,0.063618903,#N/A
451.1993179,0.08,No,No,A,0.079317903,#N/A
451.2369329,0.08,No,No,A,0.076932903,#N/A
451.2680645,0.07,No,No,A,0.068064465,#N/A
451.3117075,0.07,No,No,A,0.071707465,#N/A
451.3493225,0.07,No,No,A,0.069322465,#N/A
451.3929655,0.07,No,No,A,0.072965465,#N/A
451.4277684,0.07,No,No,A,0.067768382,#N/A
451.4683974,0.07,No,No,A,0.068397382,#N/A
451.5120404,0.07,No,No,A,0.072040382,#N/A
451.5496554,0.07,No,No,A,0.069655382,#N/A
451.591983,0.07,No,No,A,0.071983043,#N/A
451.6282766,0.07,No,No,A,0.068276632,#N/A
451.6658916,0.07,No,No,A,0.065891632,#N/A
451.7065206,0.07,No,No,A,0.066520632,#N/A
451.7501636,0.07,No,No,A,0.070163632,#N/A
451.7877786,0.07,No,No,A,0.067778632,#N/A
451.8299146,0.07,No,No,A,0.069914632,#N/A
451.8720506,0.07,No,No,A,0.072050632,#N/A
451.9111726,0.07,No,No,A,0.071172632,#N/A
451.9533086,0.07,No,No,A,0.073308632,#N/A
451.9909236,0.07,No,No,A,0.070923632,#N/A
452.0330596,0.07,No,No,A,0.073059632,#N/A
452.0736886,0.07,No,No,A,0.073688632,#N/A
452.1143176,0.07,No,No,A,0.074317632,#N/A
452.1534396,0.07,No,No,A,0.073439632,#N/A
452.1955756,0.08,No,No,A,0.075575632,#N/A
452.2346976,0.07,No,No,A,0.074697632,#N/A
452.2708056,0.07,No,No,A,0.070805632,#N/A
452.3144486,0.07,No,No,A,0.074448632,#N/A
452.3565846,0.08,No,No,A,0.076584632,#N/A
452.3972136,0.08,No,No,A,0.077213632,#N/A
452.4348286,0.07,No,No,A,0.074828632,#N/A
452.4799786,0.08,No,No,A,0.079978632,#N/A
452.5191006,0.08,No,No,A,0.079100632,#N/A
452.5597296,0.08,No,No,A,0.079729632,#N/A
452.5973446,0.08,No,No,A,0.077344632,#N/A
452.6409876,0.08,No,No,A,0.080987632,#N/A
452.6786026,0.08,No,No,A,0.078602632,#N/A
452.7207386,0.08,No,No,A,0.080738632,#N/A
452.7598606,0.08,No,No,A,0.079860632,#N/A
452.8004896,0.08,No,No,A,0.080489632,#N/A
452.8411186,0.08,No,No,A,0.081118632,#N/A
452.8832546,0.08,No,No,A,0.083254632,#N/A
452.9208696,0.08,No,No,A,0.080869632,#N/A
452.9614986,0.08,No,No,A,0.081498632,#N/A
453.0036346,0.08,No,No,A,0.083634632,#N/A
453.0382356,0.08,No,No,A,0.078235632,#N/A
453.0833856,0.08,No,No,A,0.083385632,#N/A
453.1255216,0.09,No,No,A,0.085521632,#N/A
453.1646436,0.08,No,No,A,0.084643632,#N/A
453.2067796,0.09,No,No,A,0.086779632,#N/A
453.2443946,0.08,No,No,A,0.084394632,#N/A
453.2820096,0.08,No,No,A,0.082009632,#N/A
453.3241456,0.08,No,No,A,0.084145632,#N/A
453.3647746,0.08,No,No,A,0.084774632,#N/A
453.4038966,0.08,No,No,A,0.083896632,#N/A
453.4475396,0.09,No,No,A,0.087539632,#N/A
453.4881686,0.09,No,No,A,0.088168632,#N/A
453.5242766,0.08,No,No,A,0.084276632,#N/A
453.5679196,0.09,No,No,A,0.087919632,#N/A
453.6085486,0.09,No,No,A,0.088548632,#N/A
453.6461636,0.09,No,No,A,0.086163632,#N/A
453.6837786,0.08,No,No,A,0.083778632,#N/A
453.7289286,0.09,No,No,A,0.088928632,#N/A
453.7740786,0.09,No,No,A,0.094078632,#N/A
453.7981306,0.08,No,No,A,0.078130632,#N/A
453.8478016,0.09,No,No,A,0.087801632,#N/A
453.8899376,0.09,No,No,A,0.089937632,#N/A
453.9215246,0.08,No,No,A,0.081524632,#N/A
453.9455766,0.07,No,No,A,0.065576632,#N/A
453.9984187,0.08,No,No,A,0.078418701,#N/A
454.0345267,0.07,No,No,A,0.074526701,#N/A
454.0636159,0.06,No,No,A,0.06361585,#N/A
454.1039515,0.06,No,No,A,0.063951526,#N/A
454.1425505,0.06,No,No,A,0.062550481,#N/A
454.184982,0.06,No,No,A,0.064981984,#N/A
454.243695,0.08,No,No,A,0.083694984,#N/A
454.269254,0.07,No,No,A,0.069253984,#N/A
454.3051336,0.07,No,No,A,0.065133555,#N/A
454.3591503,0.08,No,No,A,0.07915028,#N/A
454.4193703,0.10,No,No,A,0.09937028,#N/A
454.4630133,0.10,No,No,A,0.10301328,#N/A
454.4885723,0.09,No,No,A,0.08857228,#N/A
454.5337223,0.09,No,No,A,0.09372228,#N/A
454.5743513,0.09,No,No,A,0.09435128,#N/A
454.6059383,0.09,No,No,A,0.08593828,#N/A
454.6571163,0.10,No,No,A,0.09711628,#N/A
454.6932243,0.09,No,No,A,0.09322428,#N/A
454.7338533,0.09,No,No,A,0.09385328,#N/A
454.7790033,0.10,No,No,A,0.09900328,#N/A
454.8181253,0.10,No,No,A,0.09812528,#N/A
454.8542333,0.09,No,No,A,0.09423328,#N/A
454.8978763,0.10,No,No,A,0.09787628,#N/A
454.9354913,0.10,No,No,A,0.09549128,#N/A
454.9776273,0.10,No,No,A,0.09762728,#N/A
455.0212703,0.10,No,No,A,0.10127028,#N/A
455.0558713,0.10,No,No,A,0.09587128,#N/A
455.0995143,0.10,No,No,A,0.09951428,#N/A
455.1401433,0.10,No,No,A,0.10014328,#N/A
455.1807723,0.10,No,No,A,0.10077228,#N/A
455.2198943,0.10,No,No,A,0.09989428,#N/A
455.2590163,0.10,No,No,A,0.09901628,#N/A
455.3026593,0.10,No,No,A,0.10265928,#N/A
455.3432883,0.10,No,No,A,0.10328828,#N/A
455.3809033,0.10,No,No,A,0.10090328,#N/A
455.4230393,0.10,No,No,A,0.10303928,#N/A
455.4651753,0.11,No,No,A,0.10517528,#N/A
455.5042973,0.10,No,No,A,0.10429728,#N/A
455.5449263,0.10,No,No,A,0.10492628,#N/A
455.5840483,0.10,No,No,A,0.10404828,#N/A
455.6246773,0.10,No,No,A,0.10467728,#N/A
455.6532503,0.09,No,No,A,0.09325028,#N/A
455.6938793,0.09,No,No,A,0.09387928,#N/A
455.7450573,0.11,No,No,A,0.10505728,#N/A
455.7736303,0.09,No,No,A,0.09363028,#N/A
455.7991893,0.08,No,No,A,0.07918928,#N/A
455.8337903,0.07,No,No,A,0.07379028,#N/A
455.8879823,0.09,No,No,A,0.08798228,#N/A
455.9037082,0.06,No,No,A,0.063708216,#N/A
455.9445025,0.06,No,No,A,0.064502479,#N/A
455.9852873,0.07,No,No,A,0.06528727,#N/A
456.0227487,0.06,No,No,A,0.062748657,#N/A
456.0739267,0.07,No,No,A,0.073926657,#N/A
456.1030787,0.06,No,No,A,0.063078738,#N/A
456.143089,0.06,No,No,A,0.063088972,#N/A
456.18371,0.06,No,No,A,0.063709977,#N/A
456.2272575,0.07,No,No,A,0.067257486,#N/A
456.2709005,0.07,No,No,A,0.070900486,#N/A
456.3401625,0.10,No,No,A,0.100162486,#N/A
456.3868195,0.11,No,No,A,0.106819486,#N/A
456.4319695,0.11,No,No,A,0.111969486,#N/A
456.4680775,0.11,No,No,A,0.108077486,#N/A
456.5071995,0.11,No,No,A,0.107199486,#N/A
456.5523495,0.11,No,No,A,0.112349486,#N/A
456.5899645,0.11,No,No,A,0.109964486,#N/A
456.6305935,0.11,No,No,A,0.110593486,#N/A
456.6651945,0.11,No,No,A,0.105194486,#N/A
456.7133585,0.11,No,No,A,0.113358486,#N/A
456.7539875,0.11,No,No,A,0.113987486,#N/A
456.7961235,0.12,No,No,A,0.116123486,#N/A
456.8352455,0.12,No,No,A,0.115245486,#N/A
456.8683395,0.11,No,No,A,0.108339486,#N/A
456.9134895,0.11,No,No,A,0.113489486,#N/A
456.9541185,0.11,No,No,A,0.114118486,#N/A
456.9826915,0.10,No,No,A,0.102691486,#N/A
457.0233205,0.10,No,No,A,0.103320486,#N/A
457.0729915,0.11,No,No,A,0.112991486,#N/A
457.1045785,0.10,No,No,A,0.104578486,#N/A
457.1316445,0.09,No,No,A,0.091644486,#N/A
457.1632315,0.08,No,No,A,0.083231486,#N/A
457.2068745,0.09,No,No,A,0.086874486,#N/A
457.2399685,0.08,No,No,A,0.079968486,#N/A
457.2642183,0.06,No,No,A,0.064218343,#N/A
457.3057433,0.07,No,No,A,0.06574328,#N/A
457.3468269,0.07,No,No,A,0.066826929,#N/A
457.3919769,0.07,No,No,A,0.071976929,#N/A
457.4223346,0.06,No,No,A,0.062334627,#N/A
457.4675114,0.07,No,No,A,0.067511385,#N/A
457.5038778,0.06,No,No,A,0.063877825,#N/A
457.5539442,0.07,No,No,A,0.073944214,#N/A
457.6066292,0.09,No,No,A,0.086629214,#N/A
457.6698632,0.11,No,No,A,0.109863214,#N/A
457.7195342,0.12,No,No,A,0.119534214,#N/A
457.7616702,0.12,No,No,A,0.121670214,#N/A
457.7992852,0.12,No,No,A,0.119285214,#N/A
457.8444352,0.12,No,No,A,0.124435214,#N/A
457.8790362,0.12,No,No,A,0.119036214,#N/A
457.9211722,0.12,No,No,A,0.121172214,#N/A
457.9648152,0.12,No,No,A,0.124815214,#N/A
457.9964022,0.12,No,No,A,0.116402214,#N/A
458.0355242,0.12,No,No,A,0.115524214,#N/A
458.0791672,0.12,No,No,A,0.119167214,#N/A
458.1197962,0.12,No,No,A,0.119796214,#N/A
458.1543972,0.11,No,No,A,0.114397214,#N/A
458.2010542,0.12,No,No,A,0.121054214,#N/A
458.2401762,0.12,No,No,A,0.120176214,#N/A
458.2717632,0.11,No,No,A,0.111763214,#N/A
458.3033502,0.10,No,No,A,0.103350214,#N/A
458.3319232,0.09,No,No,A,0.091923214,#N/A
458.3725522,0.09,No,No,A,0.092552214,#N/A
458.4041392,0.08,No,No,A,0.084139214,#N/A
458.4312052,0.07,No,No,A,0.071205214,#N/A
458.4629047,0.06,No,No,A,0.062904738,#N/A
458.5043341,0.06,No,No,A,0.06433409,#N/A
458.5509911,0.07,No,No,A,0.07099109,#N/A
458.5845954,0.06,No,No,A,0.064595367,#N/A
458.6226026,0.06,No,No,A,0.062602599,#N/A
458.6638035,0.06,No,No,A,0.063803478,#N/A
458.7024624,0.06,No,No,A,0.062462361,#N/A
458.7635991,0.08,No,No,A,0.083599128,#N/A
458.8268331,0.11,No,No,A,0.106833128,#N/A
458.8885601,0.13,No,No,A,0.128560128,#N/A
458.9261751,0.13,No,No,A,0.126175128,#N/A
458.9713251,0.13,No,No,A,0.131325128,#N/A
459.0074331,0.13,No,No,A,0.127433128,#N/A
459.0480621,0.13,No,No,A,0.128062128,#N/A
459.0901981,0.13,No,No,A,0.130198128,#N/A
459.1293201,0.13,No,No,A,0.129320128,#N/A
459.1744701,0.13,No,No,A,0.134470128,#N/A
459.2150991,0.14,No,No,A,0.135099128,#N/A
459.2557281,0.14,No,No,A,0.135728128,#N/A
459.2933431,0.13,No,No,A,0.133343128,#N/A
459.3324651,0.13,No,No,A,0.132465128,#N/A
459.3746011,0.13,No,No,A,0.134601128,#N/A
459.4152301,0.14,No,No,A,0.135230128,#N/A
459.4513381,0.13,No,No,A,0.131338128,#N/A
459.4934741,0.13,No,No,A,0.133474128,#N/A
459.5341031,0.13,No,No,A,0.134103128,#N/A
459.5747321,0.13,No,No,A,0.134732128,#N/A
459.6123471,0.13,No,No,A,0.132347128,#N/A
459.6544831,0.13,No,No,A,0.134483128,#N/A
459.6951121,0.14,No,No,A,0.135112128,#N/A
459.7387551,0.14,No,No,A,0.138755128,#N/A
459.7748631,0.13,No,No,A,0.134863128,#N/A
459.8154921,0.14,No,No,A,0.135492128,#N/A
459.8576281,0.14,No,No,A,0.137628128,#N/A
459.8952431,0.14,No,No,A,0.135243128,#N/A
459.9358721,0.14,No,No,A,0.135872128,#N/A
459.9749941,0.13,No,No,A,0.134994128,#N/A
460.0126091,0.13,No,No,A,0.132609128,#N/A
460.0592661,0.14,No,No,A,0.139266128,#N/A
460.0968811,0.14,No,No,A,0.136881128,#N/A
460.1375101,0.14,No,No,A,0.137510128,#N/A
460.1781391,0.14,No,No,A,0.138139128,#N/A
460.2232891,0.14,No,No,A,0.143289128,#N/A
460.2578901,0.14,No,No,A,0.137890128,#N/A
460.2985191,0.14,No,No,A,0.138519128,#N/A
460.3391481,0.14,No,No,A,0.139148128,#N/A
460.3782701,0.14,No,No,A,0.138270128,#N/A
460.4204061,0.14,No,No,A,0.140406128,#N/A
460.4625421,0.14,No,No,A,0.142542128,#N/A
460.4986501,0.14,No,No,A,0.138650128,#N/A
460.5392791,0.14,No,No,A,0.139279128,#N/A
460.5799081,0.14,No,No,A,0.139908128,#N/A
460.6205371,0.14,No,No,A,0.140537128,#N/A
460.6626731,0.14,No,No,A,0.142673128,#N/A
460.6897391,0.13,No,No,A,0.129739128,#N/A
460.7077631,0.11,No,No,A,0.107763128,#N/A
460.7122241,0.07,No,No,A,0.072224128,#N/A
460.7573085,0.08,No,No,A,0.077308498,#N/A
460.8175285,0.10,No,No,A,0.097528498,#N/A
460.8626785,0.10,No,No,A,0.102678498,#N/A
460.9033075,0.10,No,No,A,0.103307498,#N/A
460.9484575,0.11,No,No,A,0.108457498,#N/A
461.0101845,0.13,No,No,A,0.130184498,#N/A
461.0568415,0.14,No,No,A,0.136841498,#N/A
461.1050055,0.15,No,No,A,0.145005498,#N/A
461.1456345,0.15,No,No,A,0.145634498,#N/A
461.1832495,0.14,No,No,A,0.143249498,#N/A
461.2253855,0.15,No,No,A,0.145385498,#N/A
461.2645075,0.14,No,No,A,0.144507498,#N/A
461.3051365,0.15,No,No,A,0.145136498,#N/A
461.3487795,0.15,No,No,A,0.148779498,#N/A
461.3848875,0.14,No,No,A,0.144887498,#N/A
461.4270235,0.15,No,No,A,0.147023498,#N/A
461.4676525,0.15,No,No,A,0.147652498,#N/A
461.5097885,0.15,No,No,A,0.149788498,#N/A
461.5474035,0.15,No,No,A,0.147403498,#N/A
461.5865255,0.15,No,No,A,0.146525498,#N/A
461.6286615,0.15,No,No,A,0.148661498,#N/A
461.6692905,0.15,No,No,A,0.149290498,#N/A
461.7099195,0.15,No,No,A,0.149919498,#N/A
461.7490415,0.15,No,No,A,0.149041498,#N/A
461.7896705,0.15,No,No,A,0.149670498,#N/A
461.8287925,0.15,No,No,A,0.148792498,#N/A
461.8694215,0.15,No,No,A,0.149421498,#N/A
461.9100505,0.15,No,No,B,#N/A,0.150050498
461.9476655,0.15,No,No,A,0.147665498,#N/A
461.9943225,0.15,No,No,B,#N/A,0.154322498
462.0319375,0.15,No,No,B,#N/A,0.151937498
462.0740735,0.15,No,No,B,#N/A,0.154073498
462.1116885,0.15,No,No,B,#N/A,0.151688498
462.1508105,0.15,No,No,B,#N/A,0.150810498
462.1914395,0.15,No,No,B,#N/A,0.151439498
462.2320685,0.15,No,No,B,#N/A,0.152068498
462.2711905,0.15,No,No,B,#N/A,0.151190498
462.3118195,0.15,No,No,B,#N/A,0.151819498
462.3524485,0.15,No,No,B,#N/A,0.152448498
462.3885565,0.15,No,No,A,0.148556498,#N/A
462.4337065,0.15,No,No,B,#N/A,0.153706498
462.4743355,0.15,No,No,B,#N/A,0.154335498
462.5029085,0.14,No,No,A,0.142908498,#N/A
462.5540865,0.15,No,No,B,#N/A,0.154086498
462.5932085,0.15,No,No,B,#N/A,0.153208498
462.6217815,0.14,No,No,A,0.141781498,#N/A
462.6488475,0.13,No,No,A,0.128847498,#N/A
462.6849555,0.12,No,No,A,0.124955498,#N/A
462.7436685,0.14,No,No,A,0.143668498,#N/A
462.7662135,0.13,No,No,A,0.126213498,#N/A
462.7842375,0.10,No,No,A,0.104237498,#N/A
462.8082895,0.09,No,No,A,0.088289498,#N/A
462.8263135,0.07,No,No,A,0.066313498,#N/A
462.8835195,0.08,No,No,A,0.083519498,#N/A
462.9075715,0.07,No,No,A,0.067571498,#N/A
462.9482005,0.07,No,No,A,0.068200498,#N/A
462.9894617,0.07,No,No,A,0.069461663,#N/A
463.0572167,0.10,No,No,A,0.097216663,#N/A
463.1159297,0.12,No,No,A,0.115929663,#N/A
463.1836847,0.14,No,No,A,0.143684663,#N/A
463.2363697,0.16,No,No,B,#N/A,0.156369663
463.2830267,0.16,No,No,B,#N/A,0.163026663
463.3191347,0.16,No,No,B,#N/A,0.159134663
463.3567497,0.16,No,No,B,#N/A,0.156749663
463.4003927,0.16,No,No,B,#N/A,0.160392663
463.4395147,0.16,No,No,B,#N/A,0.159514663
463.4771297,0.16,No,No,B,#N/A,0.157129663
463.5192657,0.16,No,No,B,#N/A,0.159265663
463.5598947,0.16,No,No,B,#N/A,0.159894663
463.5990167,0.16,No,No,B,#N/A,0.159016663
463.6396457,0.16,No,No,B,#N/A,0.159645663
463.6817817,0.16,No,No,B,#N/A,0.161781663
463.6937777,0.13,No,No,A,0.133777663,#N/A
463.6952247,0.10,No,No,A,0.095224663,#N/A
463.7044227,0.06,No,No,A,0.06442271,#N/A
463.7476284,0.07,No,No,A,0.067628382,#N/A
463.7912714,0.07,No,No,A,0.071271382,#N/A
463.8298414,0.07,No,No,A,0.069841382,#N/A
463.8637034,0.06,No,No,A,0.063703429,#N/A
463.9126215,0.07,No,No,A,0.072621549,#N/A
463.9492875,0.07,No,No,A,0.069287549,#N/A
463.9884095,0.07,No,No,A,0.068409549,#N/A
464.0257626,0.07,No,No,A,0.065762632,#N/A
464.0665775,0.07,No,No,A,0.066577465,#N/A
464.1087135,0.07,No,No,A,0.068713465,#N/A
464.1482605,0.07,No,No,A,0.068260549,#N/A
464.1831635,0.06,No,No,A,0.063163465,#N/A
464.2286754,0.07,No,No,A,0.068675382,#N/A
464.2677974,0.07,No,No,A,0.067797382,#N/A
464.3123015,0.07,No,No,A,0.072301549,#N/A
464.3438132,0.06,No,No,A,0.06381321,#N/A
464.3870633,0.07,No,No,A,0.067063299,#N/A
464.4276923,0.07,No,No,A,0.067692299,#N/A
464.4632837,0.06,No,No,A,0.063283747,#N/A
464.5069267,0.07,No,No,A,0.066926747,#N/A
464.5474684,0.07,No,No,A,0.067468382,#N/A
464.5843167,0.06,No,No,A,0.064316706,#N/A
464.6320099,0.07,No,No,A,0.072009926,#N/A
464.6756529,0.08,No,No,A,0.075652926,#N/A
464.7023346,0.06,No,No,A,0.062334627,#N/A
464.7432827,0.06,No,No,A,0.063282672,#N/A
464.7914225,0.07,No,No,A,0.071422462,#N/A
464.8395865,0.08,No,No,A,0.079586462,#N/A
464.8651876,0.07,No,No,A,0.065187583,#N/A
464.9046115,0.06,No,No,A,0.064611549,#N/A
464.9432542,0.06,No,No,A,0.06325419,#N/A
464.9863598,0.07,No,No,A,0.066359767,#N/A
465.0238407,0.06,No,No,A,0.063840671,#N/A
465.0629199,0.06,No,No,A,0.062919851,#N/A
465.1031033,0.06,No,No,A,0.063103327,#N/A
465.1484596,0.07,No,No,A,0.06845959,#N/A
465.2026516,0.08,No,No,A,0.08265159,#N/A
465.2402666,0.08,No,No,A,0.08026659,#N/A
465.2651344,0.07,No,No,A,0.065134382,#N/A
465.3082979,0.07,No,No,A,0.068297883,#N/A
465.3504339,0.07,No,No,A,0.070433883,#N/A
465.3925699,0.07,No,No,A,0.072569883,#N/A
465.4238822,0.06,No,No,A,0.063882228,#N/A
465.4753848,0.08,No,No,A,0.075384771,#N/A
465.5175208,0.08,No,No,A,0.077520771,#N/A
465.5460938,0.07,No,No,A,0.066093771,#N/A
465.5832059,0.06,No,No,A,0.06320587,#N/A
465.640933,0.08,No,No,A,0.080933005,#N/A
465.675534,0.08,No,No,A,0.075534005,#N/A
465.7038575,0.06,No,No,A,0.063857487,#N/A
465.742528,0.06,No,No,A,0.062527997,#N/A
465.7834134,0.06,No,No,A,0.063413355,#N/A
465.8370032,0.08,No,No,A,0.077003181,#N/A
465.8623346,0.06,No,No,A,0.062334627,#N/A
465.9050715,0.07,No,No,A,0.065071476,#N/A
465.9432783,0.06,No,No,A,0.063278274,#N/A
465.9869295,0.07,No,No,A,0.06692952,#N/A
466.0486565,0.09,No,No,A,0.08865652,#N/A
466.0998345,0.10,No,No,A,0.09983452,#N/A
466.1148445,0.07,No,No,A,0.07484452,#N/A
466.1464315,0.07,No,No,A,0.06643152,#N/A
466.1900745,0.07,No,No,A,0.07007452,#N/A
466.2337175,0.07,No,No,A,0.07371752,#N/A
466.2743465,0.07,No,No,A,0.07434652,#N/A
466.3089475,0.07,No,No,A,0.06894752,#N/A
466.3495765,0.07,No,No,A,0.06957652,#N/A
466.3917125,0.07,No,No,A,0.07171252,#N/A
466.4293275,0.07,No,No,A,0.06932752,#N/A
466.4714635,0.07,No,No,A,0.07146352,#N/A
466.5135995,0.07,No,No,A,0.07359952,#N/A
466.5527215,0.07,No,No,A,0.07272152,#N/A
