Q1,0.071123577,,,Condition,Group,Color
Q3,0.130871762,,,Y <= 0.15,A,Blue
IQR,0.059748184,,,Y > 0.15,B,Red
Lower Bound,-0.018498699,,,,,
Upper Bound,0.220494038,,,,,
,,,,,,
Time,E2E Delay,OUTLIER?,,Group,A,B
1919.477601,0.12,No,No,A,0.117601251,#N/A
1919.521244,0.12,No,No,A,0.121244251,#N/A
1919.557352,0.12,No,No,A,0.117352251,#N/A
1919.597981,0.12,No,No,A,0.117981251,#N/A
1919.640117,0.12,No,No,A,0.120117251,#N/A
1919.679239,0.12,No,No,A,0.119239251,#N/A
1919.719868,0.12,No,No,A,0.119868251,#N/A
1919.760497,0.12,No,No,A,0.120497251,#N/A
1919.799619,0.12,No,No,A,0.119619251,#N/A
1919.841755,0.12,No,No,A,0.121755251,#N/A
1919.880877,0.12,No,No,A,0.120877251,#N/A
1919.923013,0.12,No,No,A,0.123013251,#N/A
1919.959121,0.12,No,No,A,0.119121251,#N/A
1919.99975,0.12,No,No,A,0.119750251,#N/A
1920.040379,0.12,No,No,A,0.120379251,#N/A
1920.084022,0.12,No,No,A,0.124022251,#N/A
1920.127665,0.13,No,No,A,0.127665251,#N/A
1920.162266,0.12,No,No,A,0.122266251,#N/A
1920.201388,0.12,No,No,A,0.121388251,#N/A
1920.245031,0.13,No,No,A,0.125031251,#N/A
1920.284165,0.12,No,No,A,0.124164871,#N/A
1920.327796,0.13,No,No,A,0.127796251,#N/A
1920.365411,0.13,No,No,A,0.125411251,#N/A
1920.404533,0.12,No,No,A,0.124533251,#N/A
1920.443655,0.12,No,No,A,0.123655251,#N/A
1920.485791,0.13,No,No,A,0.125791251,#N/A
1920.515871,0.12,No,No,A,0.115871251,#N/A
1920.565542,0.13,No,No,A,0.125542251,#N/A
1920.609185,0.13,No,No,A,0.129185251,#N/A
1920.637758,0.12,No,No,A,0.117758251,#N/A
1920.667838,0.11,No,No,A,0.107838251,#N/A
1920.728058,0.13,No,No,A,0.128058251,#N/A
1920.759645,0.12,No,No,A,0.119645251,#N/A
1920.791232,0.11,No,No,A,0.111232251,#N/A
1920.815284,0.10,No,No,A,0.095284251,#N/A
1920.869476,0.11,No,No,A,0.109476251,#N/A
1920.907091,0.11,No,No,A,0.107091251,#N/A
1920.928129,0.09,No,No,A,0.088129251,#N/A
1920.952181,0.07,No,No,A,0.072181251,#N/A
1920.983718,0.06,No,No,A,0.063717811,#N/A
1921.034402,0.07,No,No,A,0.07440182,#N/A
1921.062472,0.06,No,No,A,0.062472044,#N/A
1921.102932,0.06,No,No,A,0.062931934,#N/A
1921.148326,0.07,No,No,A,0.068326385,#N/A
1921.1985,0.08,No,No,A,0.078499755,#N/A
1921.255706,0.10,No,No,A,0.095705755,#N/A
1921.326475,0.13,No,No,A,0.126474755,#N/A
1921.368611,0.13,No,No,A,0.128610755,#N/A
1921.410747,0.13,No,No,A,0.130746755,#N/A
1921.455897,0.14,No,No,A,0.135896755,#N/A
1921.490498,0.13,No,No,A,0.130497755,#N/A
1921.531127,0.13,No,No,A,0.131126755,#N/A
1921.57477,0.13,No,No,A,0.134769755,#N/A
1921.615399,0.14,No,No,A,0.135398755,#N/A
1921.653014,0.13,No,No,A,0.133013755,#N/A
1921.693643,0.13,No,No,A,0.133642755,#N/A
1921.732765,0.13,No,No,A,0.132764755,#N/A
1921.776408,0.14,No,No,A,0.136407755,#N/A
1921.820051,0.14,No,No,A,0.140050755,#N/A
1921.894026,0.17,No,No,B,#N/A,0.174025535
1921.939176,0.18,No,No,B,#N/A,0.179175535
1921.976791,0.18,No,No,B,#N/A,0.176790535
1922.003857,0.16,No,No,B,#N/A,0.163856535
1922.039965,0.16,No,No,B,#N/A,0.159964535
1922.06251,0.14,No,No,A,0.142509535,#N/A
1922.080534,0.12,No,No,A,0.120533535,#N/A
1922.119656,0.12,No,No,A,0.119655535,#N/A
1922.157271,0.12,No,No,A,0.117270535,#N/A
1922.181323,0.10,No,No,A,0.101322535,#N/A
1922.182908,0.06,No,No,A,0.062908391,#N/A
1922.226684,0.07,No,No,A,0.066683613,#N/A
1922.266697,0.07,No,No,A,0.066697465,#N/A
1922.307964,0.07,No,No,A,0.067964465,#N/A
1922.342335,0.06,No,No,A,0.062334627,#N/A
1922.38406,0.06,No,No,A,0.064060336,#N/A
1922.427628,0.07,No,No,A,0.067628382,#N/A
1922.462335,0.06,No,No,A,0.062334627,#N/A
1922.502335,0.06,No,No,A,0.062334627,#N/A
1922.547348,0.07,No,No,A,0.067348382,#N/A
1922.58741,0.07,No,No,A,0.067409632,#N/A
1922.622586,0.06,No,No,A,0.06258567,#N/A
1922.663463,0.06,No,No,A,0.063463429,#N/A
1922.707568,0.07,No,No,A,0.067568382,#N/A
1922.744456,0.06,No,No,A,0.064455559,#N/A
1922.78489,0.06,No,No,A,0.064890465,#N/A
1922.823893,0.06,No,No,A,0.063893174,#N/A
1922.862335,0.06,No,No,A,0.062334627,#N/A
1922.90378,0.06,No,No,A,0.063779512,#N/A
1922.943497,0.06,No,No,A,0.063497127,#N/A
1922.982335,0.06,No,No,A,0.062334627,#N/A
1923.0239,0.06,No,No,A,0.063899512,#N/A
1923.064334,0.06,No,No,A,0.064334382,#N/A
1923.102335,0.06,No,No,A,0.062334627,#N/A
1923.143836,0.06,No,No,A,0.063835559,#N/A
1923.18481,0.06,No,No,A,0.064810429,#N/A
1923.224254,0.06,No,No,A,0.064254382,#N/A
1923.262335,0.06,No,No,A,0.062334627,#N/A
1923.303839,0.06,No,No,A,0.063839476,#N/A
1923.343573,0.06,No,No,A,0.063573174,#N/A
1923.382335,0.06,No,No,A,0.062334627,#N/A
1923.424794,0.06,No,No,A,0.064794382,#N/A
1923.463403,0.06,No,No,A,0.063403465,#N/A
1923.502335,0.06,No,No,A,0.062334627,#N/A
1923.543863,0.06,No,No,A,0.063863429,#N/A
1923.58386,0.06,No,No,A,0.063859512,#N/A
1923.622335,0.06,No,No,A,0.062334627,#N/A
1923.662555,0.06,No,No,A,0.062555284,#N/A
1923.703289,0.06,No,No,A,0.063288632,#N/A
1923.742335,0.06,No,No,A,0.062334627,#N/A
1923.786517,0.07,No,No,A,0.066517429,#N/A
1923.837695,0.08,No,No,A,0.077695429,#N/A
1923.881338,0.08,No,No,A,0.081338429,#N/A
1923.902335,0.06,No,No,A,0.062334627,#N/A
1923.946292,0.07,No,No,A,0.066292341,#N/A
1923.988871,0.07,No,No,A,0.068871465,#N/A
1924.022335,0.06,No,No,A,0.062334627,#N/A
1924.064827,0.06,No,No,A,0.064826549,#N/A
1924.1092,0.07,No,No,A,0.069200002,#N/A
1924.148935,0.07,No,No,A,0.068935382,#N/A
1924.184594,0.06,No,No,A,0.064594382,#N/A
1924.225016,0.07,No,No,A,0.065016294,#N/A
1924.267627,0.07,No,No,A,0.067626664,#N/A
1924.307968,0.07,No,No,A,0.067968382,#N/A
1924.344574,0.06,No,No,A,0.064574382,#N/A
1924.384786,0.06,No,No,A,0.064786039,#N/A
1924.425981,0.07,No,No,A,0.065981382,#N/A
1924.46661,0.07,No,No,A,0.066610382,#N/A
1924.504834,0.06,No,No,A,0.064834382,#N/A
1924.54474,0.06,No,No,A,0.0647397,#N/A
1924.587844,0.07,No,No,A,0.067844465,#N/A
1924.631487,0.07,No,No,A,0.071487465,#N/A
1924.665,0.07,No,No,A,0.06500021,#N/A
1924.704926,0.06,No,No,A,0.064925529,#N/A
1924.747358,0.07,No,No,A,0.067358127,#N/A
1924.789348,0.07,No,No,A,0.069347549,#N/A
1924.824469,0.06,No,No,A,0.064468516,#N/A
1924.866678,0.07,No,No,A,0.066678357,#N/A
1924.907368,0.07,No,No,A,0.067368382,#N/A
1924.945176,0.07,No,No,A,0.065176054,#N/A
1924.988281,0.07,No,No,A,0.068280549,#N/A
1925.027508,0.07,No,No,A,0.067508382,#N/A
1925.066417,0.07,No,No,A,0.066417491,#N/A
1925.107781,0.07,No,No,A,0.067780549,#N/A
1925.148935,0.07,No,No,A,0.068935382,#N/A
1925.184486,0.06,No,No,A,0.064485616,#N/A
1925.229794,0.07,No,No,A,0.069793538,#N/A
1925.269437,0.07,No,No,A,0.069437294,#N/A
1925.305071,0.07,No,No,A,0.065070873,#N/A
1925.3457,0.07,No,No,A,0.065699873,#N/A
1925.388044,0.07,No,No,A,0.068044465,#N/A
1925.424866,0.06,No,No,A,0.064865542,#N/A
1925.468813,0.07,No,No,A,0.068813013,#N/A
1925.510949,0.07,No,No,A,0.070949013,#N/A
1925.543906,0.06,No,No,A,0.06390618,#N/A
1925.585425,0.07,No,No,A,0.065425254,#N/A
1925.628845,0.07,No,No,A,0.06884457,#N/A
1925.687558,0.09,No,No,A,0.08755757,#N/A
1925.703533,0.06,No,No,A,0.063532718,#N/A
1925.74343,0.06,No,No,A,0.06343048,#N/A
1925.783492,0.06,No,No,A,0.06349215,#N/A
1925.830498,0.07,No,No,A,0.070498089,#N/A
1925.862594,0.06,No,No,A,0.062594306,#N/A
1925.904586,0.06,No,No,A,0.064586121,#N/A
1925.942824,0.06,No,No,A,0.062823693,#N/A
1925.982963,0.06,No,No,A,0.062963491,#N/A
1926.036246,0.08,No,No,A,0.076245999,#N/A
1926.102494,0.10,No,No,A,0.102493999,#N/A
1926.115997,0.08,No,No,A,0.075996999,#N/A
1926.146457,0.07,No,No,A,0.066457465,#N/A
1926.188593,0.07,No,No,A,0.068593465,#N/A
1926.229222,0.07,No,No,A,0.069222465,#N/A
1926.266837,0.07,No,No,A,0.066837465,#N/A
1926.306231,0.07,No,No,A,0.066231127,#N/A
1926.346283,0.07,No,No,A,0.066282632,#N/A
1926.388419,0.07,No,No,A,0.068418632,#N/A
1926.427541,0.07,No,No,A,0.067540632,#N/A
1926.466601,0.07,No,No,A,0.066600872,#N/A
1926.508019,0.07,No,No,A,0.068019377,#N/A
1926.549833,0.07,No,No,A,0.069832687,#N/A
1926.591969,0.07,No,No,A,0.071968687,#N/A
1926.627722,0.07,No,No,A,0.067721799,#N/A
1926.664129,0.06,No,No,A,0.06412851,#N/A
1926.709279,0.07,No,No,A,0.069278511,#N/A
1926.748401,0.07,No,No,A,0.06840051,#N/A
1926.787615,0.07,No,No,A,0.067615461,#N/A
1926.82673,0.07,No,No,A,0.066729632,#N/A
1926.868866,0.07,No,No,A,0.068865632,#N/A
1926.911002,0.07,No,No,A,0.071001632,#N/A
1926.950124,0.07,No,No,A,0.070123632,#N/A
1926.991078,0.07,No,No,A,0.071078465,#N/A
1927.028693,0.07,No,No,A,0.068693465,#N/A
1927.067815,0.07,No,No,A,0.067815465,#N/A
1927.106937,0.07,No,No,A,0.066937465,#N/A
1927.149073,0.07,No,No,A,0.069073465,#N/A
1927.189702,0.07,No,No,A,0.069702465,#N/A
1927.230331,0.07,No,No,A,0.070331465,#N/A
1927.269453,0.07,No,No,A,0.069453465,#N/A
1927.313096,0.07,No,No,A,0.073096465,#N/A
1927.349204,0.07,No,No,A,0.069204465,#N/A
1927.389833,0.07,No,No,A,0.069833465,#N/A
1927.431969,0.07,No,No,A,0.071969465,#N/A
1927.472598,0.07,No,No,A,0.072598465,#N/A
1927.51172,0.07,No,No,A,0.071720465,#N/A
1927.552349,0.07,No,No,A,0.072349465,#N/A
1927.594485,0.07,No,No,A,0.074485465,#N/A
1927.624565,0.06,No,No,A,0.064565465,#N/A
1927.674236,0.07,No,No,A,0.074236465,#N/A
1927.713358,0.07,No,No,A,0.073358465,#N/A
1927.747959,0.07,No,No,A,0.067959465,#N/A
1927.79763,0.08,No,No,A,0.077630465,#N/A
1927.82771,0.07,No,No,A,0.067710465,#N/A
1927.875874,0.08,No,No,A,0.075874465,#N/A
1927.91801,0.08,No,No,A,0.078010465,#N/A
1927.955625,0.08,No,No,A,0.075625465,#N/A
1927.997761,0.08,No,No,A,0.077761465,#N/A
1928.03839,0.08,No,No,A,0.078390465,#N/A
1928.079019,0.08,No,No,A,0.079019465,#N/A
1928.106085,0.07,No,No,A,0.066085465,#N/A
1928.157266,0.08,No,No,A,0.077266077,#N/A
1928.202416,0.08,No,No,A,0.082416077,#N/A
1928.227975,0.07,No,No,A,0.067975077,#N/A
1928.263137,0.06,No,No,A,0.063137491,#N/A
1928.316969,0.08,No,No,A,0.076969108,#N/A
1928.36664,0.09,No,No,A,0.086640108,#N/A
1928.386171,0.07,No,No,A,0.066171108,#N/A
1928.424074,0.06,No,No,A,0.064073541,#N/A
1928.463123,0.06,No,No,A,0.063123148,#N/A
1928.512518,0.07,No,No,A,0.072517831,#N/A
1928.544591,0.06,No,No,A,0.064590705,#N/A
1928.583109,0.06,No,No,A,0.063108683,#N/A
1928.622546,0.06,No,No,A,0.062545795,#N/A
1928.662769,0.06,No,No,A,0.062769285,#N/A
1928.722403,0.08,No,No,A,0.082403063,#N/A
1928.78413,0.10,No,No,A,0.104130063,#N/A
1928.820238,0.10,No,No,A,0.100238063,#N/A
1928.845797,0.09,No,No,A,0.085797063,#N/A
1928.886426,0.09,No,No,A,0.086426063,#N/A
1928.925548,0.09,No,No,A,0.085548063,#N/A
1928.967684,0.09,No,No,A,0.087684063,#N/A
1929.006806,0.09,No,No,A,0.086806063,#N/A
1929.044421,0.08,No,No,A,0.084421063,#N/A
1929.089571,0.09,No,No,A,0.089571063,#N/A
1929.127186,0.09,No,No,A,0.087186063,#N/A
1929.167815,0.09,No,No,A,0.087815063,#N/A
1929.209951,0.09,No,No,A,0.089951063,#N/A
1929.247566,0.09,No,No,A,0.087566063,#N/A
1929.291209,0.09,No,No,A,0.091209063,#N/A
1929.328824,0.09,No,No,A,0.088824063,#N/A
1929.373974,0.09,No,No,A,0.093974063,#N/A
1929.410082,0.09,No,No,A,0.090082063,#N/A
1929.453725,0.09,No,No,A,0.093725063,#N/A
1929.495861,0.10,No,No,A,0.095861063,#N/A
1929.531969,0.09,No,No,A,0.091969063,#N/A
1929.574105,0.09,No,No,A,0.094105063,#N/A
1929.61172,0.09,No,No,A,0.091720063,#N/A
1929.652349,0.09,No,No,A,0.092349063,#N/A
1929.692978,0.09,No,No,A,0.092978063,#N/A
1929.7321,0.09,No,No,A,0.092100063,#N/A
1929.775743,0.10,No,No,A,0.095743063,#N/A
1929.814865,0.09,No,No,A,0.094865063,#N/A
1929.853987,0.09,No,No,A,0.093987063,#N/A
1929.893109,0.09,No,No,A,0.093109063,#N/A
1929.938259,0.10,No,No,A,0.098259063,#N/A
1929.97286,0.09,No,No,A,0.092860063,#N/A
1930.014996,0.09,No,No,A,0.094996063,#N/A
1930.057132,0.10,No,No,A,0.097132063,#N/A
1930.094747,0.09,No,No,A,0.094747063,#N/A
1930.135376,0.10,No,No,A,0.095376063,#N/A
1930.182033,0.10,No,No,A,0.102033063,#N/A
1930.219648,0.10,No,No,A,0.099648063,#N/A
1930.254249,0.09,No,No,A,0.094249063,#N/A
1930.299399,0.10,No,No,A,0.099399063,#N/A
1930.338521,0.10,No,No,A,0.098521063,#N/A
1930.373122,0.09,No,No,A,0.093122063,#N/A
1930.419779,0.10,No,No,A,0.099779063,#N/A
1930.458901,0.10,No,No,A,0.098901063,#N/A
1930.49953,0.10,No,No,A,0.099530063,#N/A
1930.54468,0.10,No,No,A,0.104680063,#N/A
1930.580788,0.10,No,No,A,0.100788063,#N/A
1930.621417,0.10,No,No,A,0.101417063,#N/A
1930.660539,0.10,No,No,A,0.100539063,#N/A
1930.705689,0.11,No,No,A,0.105689063,#N/A
1930.744811,0.10,No,No,A,0.104811063,#N/A
1930.77037,0.09,No,No,A,0.090370063,#N/A
1930.821548,0.10,No,No,A,0.101548063,#N/A
1930.863684,0.10,No,No,A,0.103684063,#N/A
1930.892257,0.09,No,No,A,0.092257063,#N/A
1930.917816,0.08,No,No,A,0.077816063,#N/A
1930.962966,0.08,No,No,A,0.082966063,#N/A
1931.009623,0.09,No,No,A,0.089623063,#N/A
1931.035182,0.08,No,No,A,0.075182063,#N/A
1931.063433,0.06,No,No,A,0.063433397,#N/A
1931.104109,0.06,No,No,A,0.064109391,#N/A
1931.151089,0.07,No,No,A,0.071089278,#N/A
1931.191718,0.07,No,No,A,0.071718278,#N/A
1931.223064,0.06,No,No,A,0.063064349,#N/A
1931.264779,0.06,No,No,A,0.064779057,#N/A
1931.303381,0.06,No,No,A,0.063381408,#N/A
1931.345991,0.07,No,No,A,0.065990578,#N/A
1931.409225,0.09,No,No,A,0.089224578,#N/A
1931.475473,0.12,No,No,A,0.115472578,#N/A
1931.508567,0.11,No,No,A,0.108566578,#N/A
1931.547689,0.11,No,No,A,0.107688578,#N/A
1931.591332,0.11,No,No,A,0.111331578,#N/A
1931.628947,0.11,No,No,A,0.108946578,#N/A
1931.668069,0.11,No,No,A,0.108068578,#N/A
1931.708698,0.11,No,No,A,0.108697578,#N/A
1931.750834,0.11,No,No,A,0.110833578,#N/A
1931.785435,0.11,No,No,A,0.105434578,#N/A
1931.830585,0.11,No,No,A,0.110584578,#N/A
1931.857651,0.10,No,No,A,0.097650578,#N/A
1931.89828,0.10,No,No,A,0.098279578,#N/A
1931.952472,0.11,No,No,A,0.112471578,#N/A
1931.979538,0.10,No,No,A,0.099537578,#N/A
1932.006604,0.09,No,No,A,0.086603578,#N/A
1932.038191,0.08,No,No,A,0.078190578,#N/A
1932.072792,0.07,No,No,A,0.072791578,#N/A
1932.102495,0.06,No,No,A,0.062495255,#N/A
1932.143107,0.06,No,No,A,0.063106686,#N/A
1932.183157,0.06,No,No,A,0.063156824,#N/A
1932.226707,0.07,No,No,A,0.066706877,#N/A
1932.264788,0.06,No,No,A,0.064787752,#N/A
1932.311194,0.07,No,No,A,0.071194425,#N/A
1932.35418,0.07,No,No,A,0.074179771,#N/A
1932.3848,0.06,No,No,A,0.064800019,#N/A
1932.425903,0.07,No,No,A,0.065903097,#N/A
1932.477636,0.08,No,No,A,0.077635829,#N/A
1932.54087,0.10,No,No,A,0.100869829,#N/A
1932.595062,0.12,No,No,A,0.115061829,#N/A
1932.638705,0.12,No,No,A,0.118704829,#N/A
1932.673306,0.11,No,No,A,0.113305829,#N/A
1932.712428,0.11,No,No,A,0.112427829,#N/A
1932.75155,0.11,No,No,A,0.111549829,#N/A
1932.7967,0.12,No,No,A,0.116699829,#N/A
1932.835822,0.12,No,No,A,0.115821829,#N/A
1932.876451,0.12,No,No,A,0.116450829,#N/A
1932.91708,0.12,No,No,A,0.117079829,#N/A
1932.959216,0.12,No,No,A,0.119215829,#N/A
1932.996831,0.12,No,No,A,0.116830829,#N/A
1933.035953,0.12,No,No,A,0.115952829,#N/A
1933.08261,0.12,No,No,A,0.122609829,#N/A
1933.123239,0.12,No,No,A,0.123238829,#N/A
1933.160854,0.12,No,No,A,0.120853829,#N/A
1933.199976,0.12,No,No,A,0.119975829,#N/A
1933.239098,0.12,No,No,A,0.119097829,#N/A
1933.281234,0.12,No,No,A,0.121233829,#N/A
1933.324877,0.12,No,No,A,0.124876829,#N/A
1933.363999,0.12,No,No,A,0.123998829,#N/A
1933.400107,0.12,No,No,A,0.120106829,#N/A
1933.442243,0.12,No,No,A,0.122242829,#N/A
1933.484379,0.12,No,No,A,0.124378829,#N/A
1933.521994,0.12,No,No,A,0.121993829,#N/A
1933.562623,0.12,No,No,A,0.122622829,#N/A
1933.600238,0.12,No,No,A,0.120237829,#N/A
1933.643881,0.12,No,No,A,0.123880829,#N/A
1933.686017,0.13,No,No,A,0.126016829,#N/A
1933.723632,0.12,No,No,A,0.123631829,#N/A
1933.767275,0.13,No,No,A,0.127274829,#N/A
1933.809411,0.13,No,No,A,0.129410829,#N/A
1933.847026,0.13,No,No,A,0.127025829,#N/A
1933.886148,0.13,No,No,A,0.126147829,#N/A
1933.926777,0.13,No,No,A,0.126776829,#N/A
1933.967406,0.13,No,No,A,0.127405829,#N/A
1934.005021,0.13,No,No,A,0.125020829,#N/A
1934.047157,0.13,No,No,A,0.127156829,#N/A
1934.084772,0.12,No,No,A,0.124771829,#N/A
1934.129922,0.13,No,No,A,0.129921829,#N/A
1934.167537,0.13,No,No,A,0.127536829,#N/A
1934.206659,0.13,No,No,A,0.126658829,#N/A
1934.245781,0.13,No,No,A,0.125780829,#N/A
1934.28641,0.13,No,No,A,0.126409829,#N/A
1934.328546,0.13,No,No,A,0.128545829,#N/A
1934.369175,0.13,No,No,A,0.129174829,#N/A
1934.409804,0.13,No,No,A,0.129803829,#N/A
1934.448926,0.13,No,No,A,0.128925829,#N/A
1934.489555,0.13,No,No,A,0.129554829,#N/A
1934.533198,0.13,No,No,A,0.133197829,#N/A
1934.57232,0.13,No,No,A,0.132319829,#N/A
1934.612949,0.13,No,No,A,0.132948829,#N/A
1934.650564,0.13,No,No,A,0.130563829,#N/A
1934.691193,0.13,No,No,A,0.131192829,#N/A
1934.733329,0.13,No,No,A,0.133328829,#N/A
1934.772451,0.13,No,No,A,0.132450829,#N/A
1934.81308,0.13,No,No,A,0.133079829,#N/A
1934.855216,0.14,No,No,A,0.135215829,#N/A
1934.894338,0.13,No,No,A,0.134337829,#N/A
1934.937981,0.14,No,No,A,0.137980829,#N/A
1934.974089,0.13,No,No,A,0.134088829,#N/A
1935.019239,0.14,No,No,A,0.139238829,#N/A
1935.05384,0.13,No,No,A,0.133839829,#N/A
1935.094469,0.13,No,No,A,0.134468829,#N/A
1935.135098,0.14,No,No,A,0.135097829,#N/A
1935.175727,0.14,No,No,A,0.135726829,#N/A
1935.216356,0.14,No,No,A,0.136355829,#N/A
1935.253971,0.13,No,No,A,0.133970829,#N/A
1935.296107,0.14,No,No,A,0.136106829,#N/A
1935.336736,0.14,No,No,A,0.136735829,#N/A
1935.377365,0.14,No,No,A,0.137364829,#N/A
1935.417994,0.14,No,No,A,0.137993829,#N/A
1935.457116,0.14,No,No,A,0.137115829,#N/A
1935.499252,0.14,No,No,A,0.139251829,#N/A
1935.536867,0.14,No,No,A,0.136866829,#N/A
1935.579003,0.14,No,No,A,0.139002829,#N/A
1935.622646,0.14,No,No,A,0.142645829,#N/A
1935.658754,0.14,No,No,A,0.138753829,#N/A
1935.697876,0.14,No,No,A,0.137875829,#N/A
1935.735491,0.14,No,No,A,0.135490829,#N/A
1935.780641,0.14,No,No,A,0.140640829,#N/A
1935.82127,0.14,No,No,A,0.141269829,#N/A
1935.857378,0.14,No,No,A,0.137377829,#N/A
1935.901021,0.14,No,No,A,0.141020829,#N/A
1935.935622,0.14,No,No,A,0.135621829,#N/A
1935.976251,0.14,No,No,A,0.136250829,#N/A
1936.022908,0.14,No,No,A,0.142907829,#N/A
1936.06203,0.14,No,No,A,0.142029829,#N/A
1936.098138,0.14,No,No,A,0.138137829,#N/A
1936.126711,0.13,No,No,A,0.126710829,#N/A
1936.179396,0.14,No,No,A,0.139395829,#N/A
1936.221532,0.14,No,No,A,0.141531829,#N/A
1936.250105,0.13,No,No,A,0.130104829,#N/A
1936.271143,0.11,No,No,A,0.111142829,#N/A
1936.325335,0.13,No,No,A,0.125334829,#N/A
1936.364457,0.12,No,No,A,0.124456829,#N/A
1936.385495,0.11,No,No,A,0.105494829,#N/A
1936.40804,0.09,No,No,A,0.088039829,#N/A
1936.433599,0.07,No,No,A,0.073598829,#N/A
1936.470585,0.07,No,No,A,0.070585197,#N/A
1936.5082,0.07,No,No,A,0.068200197,#N/A
1936.542736,0.06,No,No,A,0.062735515,#N/A
1936.587256,0.07,No,No,A,0.067256292,#N/A
1936.627764,0.07,No,No,A,0.067763564,#N/A
1936.668393,0.07,No,No,A,0.068392564,#N/A
1936.725599,0.09,No,No,A,0.085598564,#N/A
1936.793354,0.11,No,No,A,0.113353564,#N/A
1936.855081,0.14,No,No,A,0.135080564,#N/A
1936.901738,0.14,No,No,A,0.141737564,#N/A
1936.948395,0.15,No,No,A,0.148394564,#N/A
1936.982996,0.14,No,No,A,0.142995564,#N/A
1937.026639,0.15,No,No,A,0.146638564,#N/A
1937.068775,0.15,No,No,A,0.148774564,#N/A
1937.112418,0.15,No,No,B,#N/A,0.152417564
1937.148526,0.15,No,No,A,0.148525564,#N/A
1937.187648,0.15,No,No,A,0.147647564,#N/A
1937.231291,0.15,No,No,B,#N/A,0.151290564
1937.25685,0.14,No,No,A,0.136849564,#N/A
1937.312549,0.15,No,No,B,#N/A,0.152548564
1937.350164,0.15,No,No,B,#N/A,0.150163564
1937.381751,0.14,No,No,A,0.141750564,#N/A
1937.425394,0.15,No,No,A,0.145393564,#N/A
1937.469037,0.15,No,No,A,0.149036564,#N/A
1937.505145,0.15,No,No,A,0.145144564,#N/A
1937.536732,0.14,No,No,A,0.136731564,#N/A
1937.589417,0.15,No,No,A,0.149416564,#N/A
1937.628539,0.15,No,No,A,0.148538564,#N/A
1937.660126,0.14,No,No,A,0.140125564,#N/A
1937.703769,0.14,No,No,A,0.143768564,#N/A
1937.751933,0.15,No,No,B,#N/A,0.151932564
1937.789548,0.15,No,No,A,0.149547564,#N/A
1937.825656,0.15,No,No,A,0.145655564,#N/A
1937.872313,0.15,No,No,B,#N/A,0.152312564
1937.909928,0.15,No,No,A,0.149927564,#N/A
1937.953571,0.15,No,No,B,#N/A,0.153570564
1937.9942,0.15,No,No,B,#N/A,0.154199564
1938.034829,0.15,No,No,B,#N/A,0.154828564
1938.067923,0.15,No,No,A,0.147922564,#N/A
1938.113073,0.15,No,No,B,#N/A,0.153072564
1938.149181,0.15,No,No,A,0.149180564,#N/A
1938.194331,0.15,No,No,B,#N/A,0.154330564
1938.236467,0.16,No,No,B,#N/A,0.156466564
1938.275589,0.16,No,No,B,#N/A,0.155588564
1938.314711,0.15,No,No,B,#N/A,0.154710564
1938.356847,0.16,No,No,B,#N/A,0.156846564
1938.397476,0.16,No,No,B,#N/A,0.157475564
1938.438105,0.16,No,No,B,#N/A,0.158104564
1938.47572,0.16,No,No,B,#N/A,0.155719564
1938.514842,0.15,No,No,B,#N/A,0.154841564
1938.555471,0.16,No,No,B,#N/A,0.155470564
1938.5961,0.16,No,No,B,#N/A,0.156099564
1938.638236,0.16,No,No,B,#N/A,0.158235564
1938.677358,0.16,No,No,B,#N/A,0.157357564
1938.717987,0.16,No,No,B,#N/A,0.157986564
1938.757109,0.16,No,No,B,#N/A,0.157108564
1938.799245,0.16,No,No,B,#N/A,0.159244564
1938.83686,0.16,No,No,B,#N/A,0.156859564
1938.880503,0.16,No,No,B,#N/A,0.160502564
1938.918118,0.16,No,No,B,#N/A,0.158117564
1938.95724,0.16,No,No,B,#N/A,0.157239564
1938.997869,0.16,No,No,B,#N/A,0.157868564
1939.040005,0.16,No,No,B,#N/A,0.160004564
1939.073099,0.15,No,No,B,#N/A,0.153098564
1939.121263,0.16,No,No,B,#N/A,0.161262564
1939.134766,0.13,No,No,A,0.134765564,#N/A
1939.136213,0.10,No,No,A,0.096212564,#N/A
1939.142772,0.06,No,No,A,0.062771527,#N/A
1939.188257,0.07,No,No,A,0.068256632,#N/A
1939.225916,0.07,No,No,A,0.065916193,#N/A
1939.263907,0.06,No,No,A,0.063907146,#N/A
1939.309983,0.07,No,No,A,0.069983146,#N/A
1939.345021,0.07,No,No,A,0.065020932,#N/A
1939.385782,0.07,No,No,A,0.065781648,#N/A
1939.423988,0.06,No,No,A,0.063988118,#N/A
1939.481466,0.08,No,No,A,0.081465582,#N/A
1939.511546,0.07,No,No,A,0.071545582,#N/A
1939.545199,0.07,No,No,A,0.065199364,#N/A
1939.585713,0.07,No,No,A,0.065713248,#N/A
1939.633007,0.07,No,No,A,0.073007051,#N/A
1939.666101,0.07,No,No,A,0.066101051,#N/A
1939.704163,0.06,No,No,A,0.064163339,#N/A
1939.743651,0.06,No,No,A,0.063650556,#N/A
1939.783151,0.06,No,No,A,0.063150743,#N/A
1939.831835,0.07,No,No,A,0.071834513,#N/A
1939.890548,0.09,No,No,A,0.090547513,#N/A
1939.922135,0.08,No,No,A,0.082134513,#N/A
